dna_extraction_id,bio_sample_id,DNA_plate_number,plate_position,DNA_ext_date,DNA_conc_plate,DNA_conc_plate_dilutedx10,DNA_conc_individual,speedvac_DNA_conc_individual,days_between_DNA_x
DX__T-060623-44B__7B__2023-08-10,T-060623-44B,,7B,2023-08-10,,,0.3810445994286743,,65.0
DX__T-060623-41B__4A__2023-08-10,T-060623-41B,,4A,2023-08-10,,,0.4760817135357115,,65.0
DX__T-060623-38B__6H__2023-08-10,T-060623-38B,,6H,2023-08-10,,,0.3530803422071404,,65.0
DX__T-060623-37B__6G__2023-08-10,T-060623-37B,,6G,2023-08-10,,,0.5746919106320244,,65.0
DX__T-060623-35B__6F__2023-08-10,T-060623-35B,,6F,2023-08-10,,,1.1106428700105515,,65.0
DX__T-060623-53B__7D__2023-08-10,T-060623-53B,,7D,2023-08-10,,,0.6204181816844915,,65.0
DX__T-060623-28B__6E__2023-08-10,T-060623-28B,,6E,2023-08-10,,,0.4895813036077338,,65.0
DX__T-060623-25B__12B__2023-08-10,T-060623-25B,,12B,2023-08-10,,,0.4726809657388446,,65.0
DX__T-060623-24B__6B__2023-08-10,T-060623-24B,,6B,2023-08-10,,,0.6010477060577428,,65.0
DX__T-060623-22B__6A__2023-08-10,T-060623-22B,,6A,2023-08-10,,,1.465423586116125,,65.0
DX__T-060623-18B__5H__2023-08-10,T-060623-18B,,5H,2023-08-10,,,0.7886403075011306,,65.0
DX__T-060623-17B__5G__2023-08-10,T-060623-17B,,5G,2023-08-10,,,0.4432231368497678,,65.0
DX__T-060623-10B__5F__2023-08-10,T-060623-10B,,5F,2023-08-10,,,0.210857852418575,,65.0
DX__T-060623-26B__6D__2023-08-10,T-060623-26B,,6D,2023-08-10,,,0.7495661748756429,,65.0
DX__T-060623-55B__7E__2023-08-10,T-060623-55B,,7E,2023-08-10,,,0.1733577145504211,,65.0
DX__T-060623-59B__7F__2023-08-10,T-060623-59B,,7F,2023-08-10,,,0.2407637528079147,,65.0
DX__T-060623-61B__12C__2023-08-10,T-060623-61B,,12C,2023-08-10,,,0.2068711649675182,,65.0
DX__T-060623-107B__9E__2023-08-10,T-060623-107B,,9E,2023-08-10,,,1.4637461902433464,,65.0
DX__T-060623-104B__9D__2023-08-10,T-060623-104B,,9D,2023-08-10,,,0.3697049437681756,,65.0
DX__T-060623-100B__4B__2023-08-10,T-060623-100B,,4B,2023-08-10,,,0.2880755076305427,,65.0
DX__T-060623-98B__9B__2023-08-10,T-060623-98B,,9B,2023-08-10,,,0.1677970323420306,,65.0
DX__T-060623-91B__9A__2023-08-10,T-060623-91B,,9A,2023-08-10,,,0.2308027786866863,,65.0
DX__T-060623-89B__8H__2023-08-10,T-060623-89B,,8H,2023-08-10,,,0.5082739274776745,,65.0
DX__T-060623-88B__8G__2023-08-10,T-060623-88B,,8G,2023-08-10,,,0.1896836017779477,,65.0
DX__T-060623-87B__8F__2023-08-10,T-060623-87B,,8F,2023-08-10,,,0.3691649601652947,,65.0
DX__T-060623-82B__8E__2023-08-10,T-060623-82B,,8E,2023-08-10,,,0.1451751660851694,,65.0
DX__T-060623-81B__8D__2023-08-10,T-060623-81B,,8D,2023-08-10,,,0.4510471545851272,,65.0
DX__T-060623-80B__8C__2023-08-10,T-060623-80B,,8C,2023-08-10,,,0.2624090529744595,,65.0
DX__T-060623-75B__8B__2023-08-10,T-060623-75B,,8B,2023-08-10,,,0.42021064415678,,65.0
DX__T-060623-72B__3G__2023-08-10,T-060623-72B,,3G,2023-08-10,,,0.0955426306714363,,65.0
DX__T-060623-68B__8A__2023-08-10,T-060623-68B,,8A,2023-08-10,,,0.3510467869367167,,65.0
DX__T-060623-66B__7H__2023-08-10,T-060623-66B,,7H,2023-08-10,,,0.3635353438799407,,65.0
DX__T-060623-9B__5E__2023-08-10,T-060623-9B,,5E,2023-08-10,,,0.434652333280637,,65.0
DX__T-060623-5B__5D__2023-08-10,T-060623-5B,,5D,2023-08-10,,,0.620487115761455,,65.0
DX__T-060623-3B__5C__2023-08-10,T-060623-3B,,5C,2023-08-10,,,0.354102864348766,,65.0
DX__T-300523-107A__5B__2023-08-09,T-300523-107A,,5B,2023-08-09,,,0.6917116553027132,,71.0
DX__T-300523-44A__2F__2023-08-09,T-300523-44A,,2F,2023-08-09,,,0.4977948591003243,,71.0
DX__T-300523-41A__2E__2023-08-09,T-300523-41A,,2E,2023-08-09,,,0.5776777490999239,,71.0
DX__T-300523-38A__2D__2023-08-09,T-300523-38A,,2D,2023-08-09,,,0.6333750759922679,,71.0
DX__T-300523-37A__2C__2023-08-09,T-300523-37A,,2C,2023-08-09,,,0.1771484424770385,,71.0
DX__T-300523-35A__2B__2023-08-09,T-300523-35A,,2B,2023-08-09,,,0.3108857331115148,,71.0
DX__T-300523-28A__2A__2023-08-09,T-300523-28A,,2A,2023-08-09,,,0.3865367183717451,,71.0
DX__T-300523-26A__1H__2023-08-09,T-300523-26A,,1H,2023-08-09,,,0.3431824469692281,,71.0
DX__T-300523-25A__3D__2023-08-09,T-300523-25A,,3D,2023-08-09,,,0.0851841470118202,,71.0
DX__T-300523-24A__1G__2023-08-09,T-300523-24A,,1G,2023-08-09,,,0.2610243393678171,,71.0
DX__T-300523-22A__1F__2023-08-09,T-300523-22A,,1F,2023-08-09,,,0.4353970163706457,,71.0
DX__T-300523-18A__1E__2023-08-09,T-300523-18A,,1E,2023-08-09,,,0.3076776762929606,,71.0
DX__T-300523-17A__1D__2023-08-09,T-300523-17A,,1D,2023-08-09,,,0.1654993283557639,,71.0
DX__T-300523-10A__2E__2023-08-09,T-300523-10A,,2E,2023-08-09,,,0.0708616522084172,,71.0
DX__T-300523-9A__1C__2023-08-09,T-300523-9A,,1C,2023-08-09,,,0.4561356248111569,,71.0
DX__T-300523-5A__1B__2023-08-09,T-300523-5A,,1B,2023-08-09,,,0.2821383587126272,,71.0
DX__T-300523-51A__3H__2023-08-09,T-300523-51A,,3H,2023-08-09,,,0.349723697574436,,71.0
DX__T-130623-3C__9F__2023-06-14,T-130623-3C,,9F,2023-06-14,,,0.1201562589800167,,1.0
DX__T-300523-53A__2H__2023-08-09,T-300523-53A,,2H,2023-08-09,,,1.0020968405418291,,71.0
DX__T-300523-59A__3B__2023-08-09,T-300523-59A,,3B,2023-08-09,,,0.3771173175002457,,71.0
DX__T-300523-104A__5A__2023-08-09,T-300523-104A,,5A,2023-08-09,,,0.4348054597941747,,71.0
DX__T-300523-100A__4H__2023-08-09,T-300523-100A,,4H,2023-08-09,,,0.6440913508967998,,71.0
DX__T-300523-98A__4G__2023-08-09,T-300523-98A,,4G,2023-08-09,,,0.4256022045948474,,71.0
DX__T-300523-91A__12A__2023-08-09,T-300523-91A,,12A,2023-08-09,,,0.5447894786657396,,71.0
DX__T-300523-89A__11H__2023-08-09,T-300523-89A,,11H,2023-08-09,,,1.0930714163502595,,71.0
DX__T-300523-88A__4D__2023-08-09,T-300523-88A,,4D,2023-08-09,,,0.2882700701495091,,71.0
DX__T-300523-87A__4C__2023-08-09,T-300523-87A,,4C,2023-08-09,,,0.2852212785630817,,71.0
DX__T-300523-82A__4B__2023-08-09,T-300523-82A,,4B,2023-08-09,,,0.1412000043684178,,71.0
DX__T-300523-81A__4A__2023-08-09,T-300523-81A,,4A,2023-08-09,,,0.2770191191085515,,71.0
DX__T-300523-80A__3H__2023-08-09,T-300523-80A,,3H,2023-08-09,,,0.5282258945245524,,71.0
DX__T-300523-75A__3G__2023-08-09,T-300523-75A,,3G,2023-08-09,,,0.5888035631727818,,71.0
DX__T-300523-72A__3F__2023-08-09,T-300523-72A,,3F,2023-08-09,,,0.4274223786762966,,71.0
DX__T-300523-68A__3E__2023-08-09,T-300523-68A,,3E,2023-08-09,,,0.585857156378436,,71.0
DX__T-300523-66A__3D__2023-08-09,T-300523-66A,,3D,2023-08-09,,,0.6294389495411341,,71.0
DX__T-300523-61A__3C__2023-08-09,T-300523-61A,,3C,2023-08-09,,,0.5022201573358476,,71.0
DX__T-300523-55A__3A__2023-08-09,T-300523-55A,,3A,2023-08-09,,,0.2731967535375083,,71.0
DX__T-270623-17E__7A__2023-07-30,T-270623-17E,,7A,2023-07-30,,,0.55,,33.0
DX__T-130623-5C__9G__2023-06-14,T-130623-5C,,9G,2023-06-14,,,0.4007806899305378,,1.0
DX__T-130623-10C__2F__2023-06-14,T-130623-10C,,2F,2023-06-14,,,0.07,,1.0
DX__T-200623-59D__4E__2023-06-21,T-200623-59D,,4E,2023-06-21,,,0.194,,1.0
DX__T-200623-55D__4D__2023-06-21,T-200623-55D,,4D,2023-06-21,,,0.29,,1.0
DX__T-200623-53D__4C__2023-06-21,T-200623-53D,,4C,2023-06-21,,,0.23,,1.0
DX__T-200623-51D__4B__2023-06-21,T-200623-51D,,4B,2023-06-21,,,0.206,,1.0
DX__T-200623-44D__4A__2023-06-21,T-200623-44D,,4A,2023-06-21,,,0.368,,1.0
DX__T-200623-41D__3H__2023-06-21,T-200623-41D,,3H,2023-06-21,,,0.56,,1.0
DX__T-200623-61D__4F__2023-06-21,T-200623-61D,,4F,2023-06-21,,,0.371,,1.0
DX__T-200623-38D__3G__2023-06-21,T-200623-38D,,3G,2023-06-21,,,0.654,,1.0
DX__T-200623-35D__3E__2023-06-21,T-200623-35D,,3E,2023-06-21,,,0.17,,1.0
DX__T-200623-28D__3D__2023-06-21,T-200623-28D,,3D,2023-06-21,,,0.135,,1.0
DX__T-200623-26D__3C__2023-06-21,T-200623-26D,,3C,2023-06-21,,,0.469,,1.0
DX__T-200623-25D__3B__2023-06-21,T-200623-25D,,3B,2023-06-21,,,0.211,,1.0
DX__T-200623-24D__3A__2023-06-21,T-200623-24D,,3A,2023-06-21,,,0.26,,1.0
DX__T-200623-22D__2H__2023-06-21,T-200623-22D,,2H,2023-06-21,,,0.28,,1.0
DX__T-200623-37D__3F__2023-06-21,T-200623-37D,,3F,2023-06-21,,,0.66,,1.0
DX__T-200623-66D__4G__2023-06-21,T-200623-66D,,4G,2023-06-21,,,0.301,,1.0
DX__T-200623-68D__4H__2023-06-21,T-200623-68D,,4H,2023-06-21,,,2.388,,1.0
DX__T-200623-72D__5A__2023-06-21,T-200623-72D,,5A,2023-06-21,,,0.55,,1.0
DX__T-270623-9E__6G__2023-07-30,T-270623-9E,,6G,2023-07-30,,,2.196,,33.0
DX__T-270623-5E__6F__2023-07-30,T-270623-5E,,6F,2023-07-30,,,0.89,,33.0
DX__T-270623-3E__6E__2023-07-30,T-270623-3E,,6E,2023-07-30,,,2.613,,33.0
DX__T-200623-107D__6D__2023-06-21,T-200623-107D,,6D,2023-06-21,,,0.508,,1.0
DX__T-200623-104D__6C__2023-06-21,T-200623-104D,,6C,2023-06-21,,,0.443,,1.0
DX__T-200623-100D__6B__2023-06-21,T-200623-100D,,6B,2023-06-21,,,0.316,,1.0
DX__T-200623-98D__6A__2023-06-21,T-200623-98D,,6A,2023-06-21,,,0.174,,1.0
DX__T-200623-91D__12D__2023-06-21,T-200623-91D,,12D,2023-06-21,,,0.3,,1.0
DX__T-200623-89D__5G__2023-06-21,T-200623-89D,,5G,2023-06-21,,,0.29,,1.0
DX__T-200623-88D__5F__2023-06-21,T-200623-88D,,5F,2023-06-21,,,0.29,,1.0
DX__T-200623-87D__5E__2023-06-21,T-200623-87D,,5E,2023-06-21,,,0.257,,1.0
DX__T-200623-82D__3E__2023-06-21,T-200623-82D,,3E,2023-06-21,,,0.089,,1.0
DX__T-200623-81D__5D__2023-06-21,T-200623-81D,,5D,2023-06-21,,,0.241,,1.0
DX__T-200623-80D__5C__2023-06-21,T-200623-80D,,5C,2023-06-21,,,0.195,,1.0
DX__T-200623-75D__5B__2023-06-21,T-200623-75D,,5B,2023-06-21,,,0.193,,1.0
DX__T-200623-18D__2G__2023-06-21,T-200623-18D,,2G,2023-06-21,,,0.532,,1.0
DX__T-200623-17D__2F__2023-06-21,T-200623-17D,,2F,2023-06-21,,,0.979,,1.0
DX__T-200623-10D__2E__2023-06-21,T-200623-10D,,2E,2023-06-21,,,0.24,,1.0
DX__T-200623-9D__2D__2023-06-21,T-200623-9D,,2D,2023-06-21,,,0.988,,1.0
DX__T-130623-55C__11E__2023-06-14,T-130623-55C,,11E,2023-06-14,,,0.13,,1.0
DX__T-130623-53C__11D__2023-06-14,T-130623-53C,,11D,2023-06-14,,,0.1246237263936811,,1.0
DX__T-130623-51C__11C__2023-06-14,T-130623-51C,,11C,2023-06-14,,,0.1463095577975106,,1.0
DX__T-130623-44C__11B__2023-06-14,T-130623-44C,,11B,2023-06-14,,,0.2831141133112612,,1.0
DX__T-130623-41C__11A__2023-06-14,T-130623-41C,,11A,2023-06-14,,,0.1490551888121586,,1.0
DX__T-130623-38C__10H__2023-06-14,T-130623-38C,,10H,2023-06-14,,,0.10575333,,1.0
DX__T-130623-37C__10G__2023-06-14,T-130623-37C,,10G,2023-06-14,,,0.1177712828867843,,1.0
DX__T-130623-35C__10F__2023-06-14,T-130623-35C,,10F,2023-06-14,,,0.110430210131518,,1.0
DX__T-130623-28C__10E__2023-06-14,T-130623-28C,,10E,2023-06-14,,,0.115386306793552,,1.0
DX__T-130623-26C__10D__2023-06-14,T-130623-26C,,10D,2023-06-14,,,0.59,,1.0
DX__T-130623-25C__10C__2023-06-14,T-130623-25C,,10C,2023-06-14,,,0.1636326280551834,,1.0
DX__T-130623-24C__10B__2023-06-14,T-130623-24C,,10B,2023-06-14,,,0.669864163,,1.0
DX__T-130623-22C__4C__2023-06-14,T-130623-22C,,4C,2023-06-14,,,0.246350579,,1.0
DX__T-130623-18C__9H__2023-06-14,T-130623-18C,,9H,2023-06-14,,,0.4110884402651907,,1.0
DX__T-130623-17C__2H__2023-06-14,T-130623-17C,,2H,2023-06-14,,,0.08,,1.0
DX__T-130623-59C__11F__2023-06-14,T-130623-59C,,11F,2023-06-14,,,0.2143453636181088,,1.0
DX__T-130623-9C__3C__2023-06-14,T-130623-9C,,3C,2023-06-14,,,0.0841954731059625,,1.0
DX__T-130623-61C__11A__2023-06-14,T-130623-61C,,11A,2023-06-14,,,0.4063882922570646,,1.0
DX__T-130623-68C__11C__2023-06-14,T-130623-68C,,11C,2023-06-14,,,0.140131888,,1.0
DX__T-200623-5D__2C__2023-06-21,T-200623-5D,,2C,2023-06-21,,,0.733,,1.0
DX__T-200623-3D__2B__2023-06-21,T-200623-3D,,2B,2023-06-21,,,0.17,,1.0
DX__T-130623-107C__2A__2023-06-14,T-130623-107C,,2A,2023-06-14,,,0.22,,1.0
DX__T-130623-104C__1H__2023-06-14,T-130623-104C,,1H,2023-06-14,,,1.06,,1.0
DX__T-130623-100C__1G__2023-06-14,T-130623-100C,,1G,2023-06-14,,,0.4,,1.0
DX__T-130623-98C__1F__2023-06-14,T-130623-98C,,1F,2023-06-14,,,0.46,,1.0
DX__T-130623-91C__1E__2023-06-14,T-130623-91C,,1E,2023-06-14,,,0.23,,1.0
DX__T-130623-89C__1D__2023-06-14,T-130623-89C,,1D,2023-06-14,,,0.291758197,,1.0
DX__T-130623-88C__1C__2023-06-14,T-130623-88C,,1C,2023-06-14,,,0.2090518800941053,,1.0
DX__T-130623-87C__1B__2023-06-14,T-130623-87C,,1B,2023-06-14,,,0.18,,1.0
DX__T-130623-82C__1A__2023-06-14,T-130623-82C,,1A,2023-06-14,,,0.2976333824056707,,1.0
DX__T-130623-81C__11G__2023-06-14,T-130623-81C,,11G,2023-06-14,,,0.35,,1.0
DX__T-130623-80C__11F__2023-06-14,T-130623-80C,,11F,2023-06-14,,,0.99,,1.0
DX__T-130623-75C__11E__2023-06-14,T-130623-75C,,11E,2023-06-14,,,0.3,,1.0
DX__T-130623-72C__11D__2023-06-14,T-130623-72C,,11D,2023-06-14,,,1.0349051140169816,,1.0
DX__T-130623-66C__11B__2023-06-14,T-130623-66C,,11B,2023-06-14,,,0.2654652902213421,,1.0
DX__T-270623-18E__7B__2023-07-30,T-270623-18E,,7B,2023-07-30,,,0.362,,33.0
DX__T-210623-aphid-107D__2023-06-21,T-210623-aphid-107D,,,2023-06-21,,,0.929,,1.0
DX__T-210623-aphid-3-61D__2023-06-21,T-210623-aphid-3-61D,,,2023-06-21,,,0.8,,1.0
DX__T-210623-aphid-5-68D__2023-06-21,T-210623-aphid-5-68D,,,2023-06-21,,,8.44,,1.0
DX__T-210623-aphid-66D__2023-06-21,T-210623-aphid-66D,,,2023-06-21,,,5.7,,1.0
DX__T-210623-aphid-104D__2023-06-21,T-210623-aphid-104D,,,2023-06-21,,,4.23,,1.0
DX__T-210623-aphid-98D__2023-06-21,T-210623-aphid-98D,,,2023-06-21,,,4.51,,1.0
DX__T-210623-aphid-72D__2023-06-21,T-210623-aphid-72D,,,2023-06-21,,,7.05,,1.0
DX__T-210623-aphid-100D__2023-06-21,T-210623-aphid-100D,,,2023-06-21,,,3.53,,1.0
DX__T-180723-c-26G-1__4.0__6C__2024-05-21,T-180723-c-26G-1,4.0,6C,2024-05-21,10.417048144154409,,,,
DX__T-130623-c-38C-1__2.0__12A__2024-04-03,T-130623-c-38C-1,2.0,12A,2024-04-03,83.74105471831247,,,,
DX__T-130623-c-17C-1__2.0__10G__2024-04-03,T-130623-c-17C-1,2.0,10G,2024-04-03,92.21187338725036,,,,
DX__T-210623-aphid-107D__1H__2023-06-21,T-210623-aphid-107D,,1H,2023-06-21,,,0.929,,1.0
DX__T-210623-aphid-100D__1F__2023-06-21,T-210623-aphid-100D,,1F,2023-06-21,,,3.53,,1.0
DX__T-210623-aphid-98D__1E__2023-06-21,T-210623-aphid-98D,,1E,2023-06-21,,,4.51,,1.0
DX__T-210623-aphid-72D__1D__2023-06-21,T-210623-aphid-72D,,1D,2023-06-21,,,7.05,,1.0
DX__T-210623-aphid-66D__1C__2023-06-21,T-210623-aphid-66D,,1C,2023-06-21,,,5.7,,1.0
DX__T-210623-aphid-5-68D__1B__2023-06-21,T-210623-aphid-5-68D,,1B,2023-06-21,,,8.44,,1.0
DX__T-210623-aphid-3-61D__1A__2023-06-21,T-210623-aphid-3-61D,,1A,2023-06-21,,,0.8,,1.0
DX__T-210623-aphid-104D__1G__2023-06-21,T-210623-aphid-104D,,1G,2023-06-21,,,4.23,,1.0
DX__T-040723-s-81F__4C__2023-07-05,T-040723-s-81F,,4C,2023-07-05,,,0.41,,1.0
DX__T-040723-s-80F__4B__2023-07-05,T-040723-s-80F,,4B,2023-07-05,,,0.15,,1.0
DX__T-040723-s-75F__4A__2023-07-05,T-040723-s-75F,,4A,2023-07-05,,,0.93,,1.0
DX__T-040723-s-66F__3F__2023-07-05,T-040723-s-66F,,3F,2023-07-05,,,0.27,,1.0
DX__T-040723-s-68F__3G__2023-07-05,T-040723-s-68F,,3G,2023-07-05,,,0.28,,1.0
DX__T-040723-s-82F__4D__2023-07-05,T-040723-s-82F,,4D,2023-07-05,,,0.5,,1.0
DX__T-040723-s-59F__3D__2023-07-05,T-040723-s-59F,,3D,2023-07-05,,,0.05,,1.0
DX__T-040723-s-72F__3H__2023-07-05,T-040723-s-72F,,3H,2023-07-05,,,2.1,,1.0
DX__T-040723-s-87F__4E__2023-07-05,T-040723-s-87F,,4E,2023-07-05,,,0.2,,1.0
DX__T-040723-s-98F__5A__2023-07-05,T-040723-s-98F,,5A,2023-07-05,,,1.42,,1.0
DX__T-040723-s-89F__4G__2023-07-05,T-040723-s-89F,,4G,2023-07-05,,,0.2,,1.0
DX__T-040723-s-91F__4H__2023-07-05,T-040723-s-91F,,4H,2023-07-05,,,0.04,,1.0
DX__T-040723-s-55F__3C__2023-07-05,T-040723-s-55F,,3C,2023-07-05,,,0.12,,1.0
DX__T-040723-s-100F__5B__2023-07-05,T-040723-s-100F,,5B,2023-07-05,,,0.25,,1.0
DX__T-040723-s-104F__5C__2023-07-05,T-040723-s-104F,,5C,2023-07-05,,,0.58,,1.0
DX__T-040723-s-107F__5D__2023-07-05,T-040723-s-107F,,5D,2023-07-05,,,0.82,,1.0
DX__T-110723-s-3G__5E__2023-07-12,T-110723-s-3G,,5E,2023-07-12,,,0.4,,1.0
DX__T-110723-s-5G__5F__2023-07-12,T-110723-s-5G,,5F,2023-07-12,,,1.98,,1.0
DX__T-110723-s-9G__5G__2023-07-12,T-110723-s-9G,,5G,2023-07-12,,,1.85,,1.0
DX__T-040723-s-88F__4F__2023-07-05,T-040723-s-88F,,4F,2023-07-05,,,0.07,,1.0
DX__T-040723-s-53F__3B__2023-07-05,T-040723-s-53F,,3B,2023-07-05,,,0.12,,1.0
DX__T-040723-s-38F__2F__2023-07-05,T-040723-s-38F,,2F,2023-07-05,,,0.12,,1.0
DX__T-040723-s-44F__2H__2023-07-05,T-040723-s-44F,,2H,2023-07-05,,,0.08,,1.0
DX__T-210623-aphid-66D__11C__2023-06-21,T-210623-aphid-66D,,11C,2023-06-21,,,5.7,,1.0
DX__T-210623-aphid-72D__11D__2023-06-21,T-210623-aphid-72D,,11D,2023-06-21,,,7.0,,1.0
DX__T-210623-aphid-98D__11E__2023-06-21,T-210623-aphid-98D,,11E,2023-06-21,,,4.51,,1.0
DX__T-210623-aphid-100D__11F__2023-06-21,T-210623-aphid-100D,,11F,2023-06-21,,,3.53,,1.0
DX__T-210623-aphid-107D__11H__2023-06-21,T-210623-aphid-107D,,11H,2023-06-21,,,0.929,,1.0
DX__T-040723-s-3F__1A__2023-07-05,T-040723-s-3F,,1A,2023-07-05,,,0.1,,1.0
DX__T-040723-s-5F__1B__2023-07-05,T-040723-s-5F,,1B,2023-07-05,,,0.08,,1.0
DX__T-040723-s-9F__1C__2023-07-05,T-040723-s-9F,,1C,2023-07-05,,,0.05,,1.0
DX__T-040723-s-10F__1D__2023-07-05,T-040723-s-10F,,1D,2023-07-05,,,0.16,,1.0
DX__T-040723-s-51F__3A__2023-07-05,T-040723-s-51F,,3A,2023-07-05,,,0.04,,1.0
DX__T-040723-s-17F__1E__2023-07-05,T-040723-s-17F,,1E,2023-07-05,,,0.33,,1.0
DX__T-040723-s-22F__1G__2023-07-05,T-040723-s-22F,,1G,2023-07-05,,,0.07,,1.0
DX__T-040723-s-24F__1H__2023-07-05,T-040723-s-24F,,1H,2023-07-05,,,0.33,,1.0
DX__T-040723-s-25F__2A__2023-07-05,T-040723-s-25F,,2A,2023-07-05,,,0.03,,1.0
DX__T-040723-s-26F__2B__2023-07-05,T-040723-s-26F,,2B,2023-07-05,,,0.16,,1.0
DX__T-040723-s-28F__2C__2023-07-05,T-040723-s-28F,,2C,2023-07-05,,,0.19,,1.0
DX__T-040723-s-35F__2D__2023-07-05,T-040723-s-35F,,2D,2023-07-05,,,0.09,,1.0
DX__T-040723-s-37F__2E__2023-07-05,T-040723-s-37F,,2E,2023-07-05,,,0.1,,1.0
DX__T-110723-s-10G__5H__2023-07-12,T-110723-s-10G,,5H,2023-07-12,,,3.03,,1.0
DX__T-040723-s-41F__2G__2023-07-05,T-040723-s-41F,,2G,2023-07-05,,,0.42,,1.0
DX__T-040723-s-18F__1F__2023-07-05,T-040723-s-18F,,1F,2023-07-05,,,0.14,,1.0
DX__T-110723-s-17G__6A__2023-07-12,T-110723-s-17G,,6A,2023-07-12,,,0.84,,1.0
DX__T-110723-s-24G__6D__2023-07-12,T-110723-s-24G,,6D,2023-07-12,,,0.76,,1.0
DX__T-110723-s-22G__6C__2023-07-12,T-110723-s-22G,,6C,2023-07-12,,,2.12,,1.0
DX__T-110723-s-100G__9F__2023-07-12,T-110723-s-100G,,9F,2023-07-12,,,1.56,,1.0
DX__T-110723-s-104G__9G__2023-07-12,T-110723-s-104G,,9G,2023-07-12,,,1.78,,1.0
DX__T-110723-s-107G__9H__2023-07-12,T-110723-s-107G,,9H,2023-07-12,,,6.73,,1.0
DX__T-180723-s-3H__10A__2023-07-19,T-180723-s-3H,,10A,2023-07-19,,,0.074,,1.0
DX__T-180723-s-5H__10B__2023-07-19,T-180723-s-5H,,10B,2023-07-19,,,0.29,,1.0
DX__T-180723-s-9H__10C__2023-07-19,T-180723-s-9H,,10C,2023-07-19,,,0.45,,1.0
DX__T-180723-s-10H__10D__2023-07-19,T-180723-s-10H,,10D,2023-07-19,,,0.77,,1.0
DX__T-180723-s-17H__10E__2023-07-19,T-180723-s-17H,,10E,2023-07-19,,,0.12,,1.0
DX__T-180723-s-18H__10F__2023-07-19,T-180723-s-18H,,10F,2023-07-19,,,0.29,,1.0
DX__T-110723-s-98G__9E__2023-07-12,T-110723-s-98G,,9E,2023-07-12,,,8.81,,1.0
DX__T-180723-s-25H__11A__2023-07-19,T-180723-s-25H,,11A,2023-07-19,,,0.215,,1.0
DX__T-180723-s-28H__11C__2023-07-19,T-180723-s-28H,,11C,2023-07-19,,,0.21,,1.0
DX__T-180723-s-37H__11E__2023-07-19,T-180723-s-37H,,11E,2023-07-19,,,0.116,,1.0
DX__T-180723-s-38H__11F__2023-07-19,T-180723-s-38H,,11F,2023-07-19,,,0.31,,1.0
DX__T-180723-s-41H__11G__2023-07-19,T-180723-s-41H,,11G,2023-07-19,,,0.585,,1.0
DX__T-180723-s-51H__12A__2023-07-19,T-180723-s-51H,,12A,2023-07-19,,,0.49,,1.0
DX__T-180723-s-53H__12B__2023-07-19,T-180723-s-53H,,12B,2023-07-19,,,0.241,,1.0
DX__T-180723-s-55H__12C__2023-07-19,T-180723-s-55H,,12C,2023-07-19,,,1.49,,1.0
DX__T-180723-s-26H__11B__2023-07-19,T-180723-s-26H,,11B,2023-07-19,,,0.908,,1.0
DX__T-110723-s-18G__6B__2023-07-12,T-110723-s-18G,,6B,2023-07-12,,,1.87,,1.0
DX__T-110723-s-91G__9D__2023-07-12,T-110723-s-91G,,9D,2023-07-12,,,0.97,,1.0
DX__T-110723-s-88G__9B__2023-07-12,T-110723-s-88G,,9B,2023-07-12,,,2.34,,1.0
DX__T-210623-aphid-5-68D__11B__2023-06-21,T-210623-aphid-5-68D,,11B,2023-06-21,,,8.44,,1.0
DX__T-110723-s-25G__6E__2023-07-12,T-110723-s-25G,,6E,2023-07-12,,,0.24,,1.0
DX__T-110723-s-26G__6F__2023-07-12,T-110723-s-26G,,6F,2023-07-12,,,0.35,,1.0
DX__T-110723-s-28G__6G__2023-07-12,T-110723-s-28G,,6G,2023-07-12,,,0.21,,1.0
DX__T-110723-s-35G__6H__2023-07-12,T-110723-s-35G,,6H,2023-07-12,,,0.13,,1.0
DX__T-110723-s-37G__7A__2023-07-12,T-110723-s-37G,,7A,2023-07-12,,,3.33,,1.0
DX__T-110723-s-38G__7B__2023-07-12,T-110723-s-38G,,7B,2023-07-12,,,7.34,,1.0
DX__T-110723-s-41G__7C__2023-07-12,T-110723-s-41G,,7C,2023-07-12,,,1.95,,1.0
DX__T-110723-s-44G__7D__2023-07-12,T-110723-s-44G,,7D,2023-07-12,,,0.8,,1.0
DX__T-110723-s-89G__9C__2023-07-12,T-110723-s-89G,,9C,2023-07-12,,,1.24,,1.0
DX__T-110723-s-51G__7E__2023-07-12,T-110723-s-51G,,7E,2023-07-12,,,0.14,,1.0
DX__T-110723-s-55G__7G__2023-07-12,T-110723-s-55G,,7G,2023-07-12,,,0.42,,1.0
DX__T-110723-s-59G__7H__2023-07-12,T-110723-s-59G,,7H,2023-07-12,,,0.36,,1.0
DX__T-110723-s-68G__8C__2023-07-12,T-110723-s-68G,,8C,2023-07-12,,,2.75,,1.0
DX__T-110723-s-72G__8D__2023-07-12,T-110723-s-72G,,8D,2023-07-12,,,2.73,,1.0
DX__T-110723-s-75G__8E__2023-07-12,T-110723-s-75G,,8E,2023-07-12,,,1.8,,1.0
DX__T-110723-s-80G__8F__2023-07-12,T-110723-s-80G,,8F,2023-07-12,,,0.45,,1.0
DX__T-110723-s-81G__8G__2023-07-12,T-110723-s-81G,,8G,2023-07-12,,,0.43,,1.0
